1,84
2,128
3,25
4,57
5,53
6,62
7,154
8,100
9,212
10,35
11,69
12,79
13,79
14,234
15,78
16,83
17,86
18,70
19,48
20,109
21,38
22,66
23,86
24,156
25,235
26,41
27,82
28,95
29,156
30,77
31,28
32,104
33,161
34,117
35,92
36,86
37,107
38,55
39,92
40,114
41,47
42,171
43,91
44,173
45,102
46,48
47,127
48,73
49,241
50,106
51,117
52,118
53,141
54,146
55,92
56,137
57,116
58,124
59,156
60,99
61,80
62,185
63,95
64,97
65,54
66,122
67,53
68,72
69,91
70,136
71,59
72,175
73,196
74,59
75,67
76,132
77,210
78,125
79,109
80,195
81,77
82,215
83,184
84,110
85,171
86,85
87,76
88,89
89,247
90,67
91,100
92,136
93,61
94,261
95,68
96,148
97,146
98,47
99,171
100,138
101,207
102,47
103,77
104,78
105,97
106,43
107,59
108,67
109,103
110,208
111,70
112,93
113,71
114,109
115,110
116,102
117,82
118,104
119,55
120,69
121,87
122,151
123,146
124,133
125,143
126,84
127,75
128,109
129,154
130,50
131,198
132,190
133,121
134,118
135,112
136,64
137,28
138,127
139,85
140,206
141,70
142,72
143,34
144,89
145,76
146,144
147,115
148,88
149,159
150,105
151,162
152,102
153,41
154,62
155,137
156,143
157,134
158,91
159,62
160,232
161,44
162,123
163,249
164,189
165,243
166,106
167,78
168,150
169,82
170,145
171,112
172,140
173,195
174,188
175,38
176,72
177,134
178,44
179,167
180,43
181,36
182,74
183,92
184,90
185,191
186,111
187,183
188,145
189,234
190,95
191,115
192,117
193,244
194,45
195,112
196,104
197,174
198,185
199,217
200,91
201,127
202,174
203,52
204,125
205,183
206,166
207,109
208,82
209,148
210,189
211,124
212,224
213,164
214,75
215,57
216,159
217,71
218,158
219,133
220,89
221,105
222,123
223,27
224,48
225,235
226,49
227,98
228,65
229,136
230,133
231,73
232,164
233,66
234,211
235,87
236,99
237,84
238,37
239,114
240,154
241,49
242,51
243,59
244,278
245,94
246,88
247,120
248,85
249,86
250,41
251,54
252,167
253,97
254,43
255,119
256,76
257,123
258,45
259,108
260,79
261,103
262,237
263,92
264,45
265,54
266,156
267,120
268,81
269,86
270,146
271,34
272,291
273,67
274,153
275,88
276,118
277,161
278,84
279,78
280,93
281,30
282,155
283,125
284,65
285,34
