1,84
2,127
3,25
4,57
5,52
6,62
7,154
8,99
9,211
10,35
11,68
12,79
13,79
14,233
15,78
16,83
17,85
18,70
19,48
20,109
21,38
22,66
23,86
24,154
25,231
26,41
27,81
28,94
29,155
30,77
31,28
32,102
33,161
34,116
35,92
36,86
37,107
38,55
39,92
40,114
41,47
42,171
43,91
44,172
45,102
46,47
47,127
48,73
49,237
50,105
51,117
52,118
53,140
54,145
55,92
56,136
57,115
58,122
59,156
60,99
61,80
62,185
63,94
64,97
65,54
66,121
67,52
68,71
69,91
70,135
71,59
72,175
73,191
74,59
75,67
76,132
77,209
78,125
79,109
80,193
81,77
82,214
83,179
84,110
85,170
86,84
87,75
88,89
89,247
90,67
91,98
92,136
93,62
94,261
95,67
96,148
97,145
98,47
99,170
100,137
101,203
102,47
103,77
104,77
105,97
106,43
107,58
108,67
109,100
110,205
111,69
112,92
113,71
114,109
115,110
116,102
117,82
118,103
119,54
120,69
121,87
122,146
123,146
124,132
125,142
126,84
127,76
128,109
129,154
130,50
131,196
132,187
133,121
134,117
135,110
136,64
137,28
138,127
139,84
140,205
141,70
142,72
143,34
144,89
145,77
146,142
147,113
148,88
149,158
150,104
151,161
152,102
153,41
154,62
155,136
156,141
157,134
158,90
159,62
160,232
161,44
162,121
163,247
164,189
165,242
166,106
167,78
168,148
169,82
170,143
171,112
172,140
173,195
174,188
175,38
176,72
177,130
178,44
179,164
180,43
181,36
182,74
183,91
184,89
185,189
186,109
187,182
188,144
189,233
190,95
191,115
192,116
193,241
194,45
195,111
196,99
197,173
198,185
199,216
200,91
201,125
202,173
203,51
204,124
205,182
206,165
207,108
208,82
209,148
210,188
211,124
212,221
213,164
214,73
215,57
216,157
217,71
218,157
219,132
220,89
221,105
222,122
223,27
224,48
225,234
226,48
227,98
228,65
229,136
230,131
231,73
232,163
233,66
234,211
235,87
236,99
237,84
238,37
239,113
240,154
241,49
242,51
243,59
244,276
245,93
246,88
247,117
248,85
249,86
250,41
251,54
252,163
253,97
254,43
255,119
256,76
257,122
258,45
259,108
260,78
261,103
262,233
263,92
264,45
265,54
266,152
267,120
268,81
269,86
270,146
271,34
272,291
273,67
274,151
275,87
276,117
277,161
278,84
279,78
280,92
281,30
282,154
283,125
